"","ensembl_gene_id","ensembl_peptide_id","ensembl_gene_id_version","external_gene_name","external_gene_source","hgnc_id","hgnc_symbol","zfin_id_id","zfin_id_symbol","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmusculus_homolog_perc_id","mmusculus_homolog_perc_id_r1","mmusculus_homolog_orthology_confidence"
"134","ENSAPEG00000000100","ENSAPEP00000000135","ENSAPEG00000000100.1","madd","ZFIN",NA,NA,"ZDB-GENE-030131-8076","madd","ENSMUSG00000040687","Madd","ortholog_one2one",67.7804,69.6078,0
"135","ENSAPEG00000000100","ENSAPEP00000000136","ENSAPEG00000000100.1","madd","ZFIN",NA,NA,"ZDB-GENE-030131-8076","madd","ENSMUSG00000040687","Madd","ortholog_one2one",67.7804,69.6078,0
"136","ENSAPEG00000000100","ENSAPEP00000000137","ENSAPEG00000000100.1","madd","ZFIN",NA,NA,"ZDB-GENE-030131-8076","madd","ENSMUSG00000040687","Madd","ortholog_one2one",67.7804,69.6078,0
"137","ENSAPEG00000000100","ENSAPEP00000000138","ENSAPEG00000000100.1","madd","ZFIN",NA,NA,"ZDB-GENE-030131-8076","madd","ENSMUSG00000040687","Madd","ortholog_one2one",67.7804,69.6078,0
"138","ENSAPEG00000000100","ENSAPEP00000000139","ENSAPEG00000000100.1","madd","ZFIN",NA,NA,"ZDB-GENE-030131-8076","madd","ENSMUSG00000040687","Madd","ortholog_one2one",67.7804,69.6078,0
"139","ENSAPEG00000000100","ENSAPEP00000000140","ENSAPEG00000000100.1","madd","ZFIN",NA,NA,"ZDB-GENE-030131-8076","madd","ENSMUSG00000040687","Madd","ortholog_one2one",67.7804,69.6078,0
"140","ENSAPEG00000000101","ENSAPEP00000000141","ENSAPEG00000000101.1","bbox1","ZFIN",NA,NA,"ZDB-GENE-050417-218","bbox1","ENSMUSG00000041660","Bbox1","ortholog_one2one",36.0169,21.9638,0
"141","ENSAPEG00000000102","ENSAPEP00000000142","ENSAPEG00000000102.1","fibinb","ZFIN",NA,NA,"ZDB-GENE-050417-423","fibinb","ENSMUSG00000074971","Fibin","ortholog_one2many",59.5238,57.6037,0
"142","ENSAPEG00000000103","ENSAPEP00000000143","ENSAPEG00000000103.1","ENSAPEG00000000103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","ENSAPEG00000000104","ENSAPEP00000000144","ENSAPEG00000000104.1","luzp2","ZFIN",NA,NA,"ZDB-GENE-060503-278","luzp2","ENSMUSG00000063297","Luzp2","ortholog_one2one",53.6765,42.3188,0
"144","ENSAPEG00000000104","ENSAPEP00000000145","ENSAPEG00000000104.1","luzp2","ZFIN",NA,NA,"ZDB-GENE-060503-278","luzp2","ENSMUSG00000063297","Luzp2","ortholog_one2one",53.6765,42.3188,0
"145","ENSAPEG00000000104","ENSAPEP00000000146","ENSAPEG00000000104.1","luzp2","ZFIN",NA,NA,"ZDB-GENE-060503-278","luzp2","ENSMUSG00000063297","Luzp2","ortholog_one2one",53.6765,42.3188,0
"146","ENSAPEG00000000105","ENSAPEP00000000147","ENSAPEG00000000105.1","ENSAPEG00000000105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","ENSAPEG00000000106","ENSAPEP00000000148","ENSAPEG00000000106.1","lingo1b","ZFIN",NA,NA,"ZDB-GENE-040912-136","lingo1b",NA,NA,NA,NA,NA,NA
"148","ENSAPEG00000000107","ENSAPEP00000000149","ENSAPEG00000000107.1","ENSAPEG00000000107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","ENSAPEG00000000108","ENSAPEP00000000150","ENSAPEG00000000108.1","kcnq1.1","ZFIN",NA,NA,"ZDB-GENE-061214-5","kcnq1.1",NA,NA,NA,NA,NA,NA
"150","ENSAPEG00000000108","ENSAPEP00000000151","ENSAPEG00000000108.1","kcnq1.1","ZFIN",NA,NA,"ZDB-GENE-061214-5","kcnq1.1",NA,NA,NA,NA,NA,NA
"151","ENSAPEG00000000109","ENSAPEP00000000152","ENSAPEG00000000109.1","ENSAPEG00000000109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","ENSAPEG00000000110","ENSAPEP00000000153","ENSAPEG00000000110.1","trpm5","ZFIN",NA,NA,"ZDB-GENE-060503-736","trpm5","ENSMUSG00000009246","Trpm5","ortholog_one2one",60.7934,56.9085,0
"153","ENSAPEG00000000111","ENSAPEP00000000154","ENSAPEG00000000111.1","ENSAPEG00000000111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","ENSAPEG00000000112","ENSAPEP00000000155","ENSAPEG00000000112.1","traf6","ZFIN",NA,NA,"ZDB-GENE-030131-5735","traf6","ENSMUSG00000027164","Traf6","ortholog_one2one",52.2887,56.0377,0
"155","ENSAPEG00000000113","ENSAPEP00000000156","ENSAPEG00000000113.1","ttc17","ZFIN",NA,NA,"ZDB-GENE-100422-15","ttc17","ENSMUSG00000027194","Ttc17","ortholog_one2one",59.2531,59.5993,0
"156","ENSAPEG00000000113","ENSAPEP00000000157","ENSAPEG00000000113.1","ttc17","ZFIN",NA,NA,"ZDB-GENE-100422-15","ttc17","ENSMUSG00000027194","Ttc17","ortholog_one2one",59.2531,59.5993,0
"157","ENSAPEG00000000115","ENSAPEP00000000158","ENSAPEG00000000115.1","hsd17b12b","ZFIN",NA,NA,"ZDB-GENE-030131-1346","hsd17b12b","ENSMUSG00000027195","Hsd17b12","ortholog_one2many",57.9937,59.2949,0
"158","ENSAPEG00000000115","ENSAPEP00000000159","ENSAPEG00000000115.1","hsd17b12b","ZFIN",NA,NA,"ZDB-GENE-030131-1346","hsd17b12b","ENSMUSG00000027195","Hsd17b12","ortholog_one2many",57.9937,59.2949,0
"159","ENSAPEG00000000116","ENSAPEP00000000160","ENSAPEG00000000116.1","ENSAPEG00000000116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","ENSAPEG00000000117","ENSAPEP00000000161","ENSAPEG00000000117.1","lrrc4cb","ZFIN",NA,NA,"ZDB-GENE-080327-5","lrrc4cb",NA,NA,NA,NA,NA,NA
"161","ENSAPEG00000000118","ENSAPEP00000000162","ENSAPEG00000000118.1","apip","ZFIN",NA,NA,"ZDB-GENE-040912-128","apip","ENSMUSG00000010911","Apip","ortholog_one2many",75.4032,77.5934,1
"162","ENSAPEG00000000118","ENSAPEP00000000163","ENSAPEG00000000118.1","apip","ZFIN",NA,NA,"ZDB-GENE-040912-128","apip","ENSMUSG00000010911","Apip","ortholog_one2many",75.4032,77.5934,1
"163","ENSAPEG00000000118","ENSAPEP00000000164","ENSAPEG00000000118.1","apip","ZFIN",NA,NA,"ZDB-GENE-040912-128","apip","ENSMUSG00000010911","Apip","ortholog_one2many",75.4032,77.5934,1
"164","ENSAPEG00000000118","ENSAPEP00000000165","ENSAPEG00000000118.1","apip","ZFIN",NA,NA,"ZDB-GENE-040912-128","apip","ENSMUSG00000010911","Apip","ortholog_one2many",75.4032,77.5934,1
"165","ENSAPEG00000000119","ENSAPEP00000000166","ENSAPEG00000000119.1","slc1a2a","ZFIN",NA,NA,"ZDB-GENE-100422-11","slc1a2a",NA,NA,NA,NA,NA,NA
"166","ENSAPEG00000000119","ENSAPEP00000000167","ENSAPEG00000000119.1","slc1a2a","ZFIN",NA,NA,"ZDB-GENE-100422-11","slc1a2a",NA,NA,NA,NA,NA,NA
"167","ENSAPEG00000000120","ENSAPEP00000000168","ENSAPEG00000000120.1","PAMR1","HGNC Symbol","HGNC:24554","PAMR1",NA,NA,NA,NA,NA,NA,NA,NA
"168","ENSAPEG00000000121","ENSAPEP00000000169","ENSAPEG00000000121.1","slc35c1","ZFIN",NA,NA,"ZDB-GENE-041212-11","slc35c1","ENSMUSG00000049922","Slc35c1","ortholog_one2one",66.3934,66.9421,0
"169","ENSAPEG00000000122","ENSAPEP00000000170","ENSAPEG00000000122.1","chst1","ZFIN",NA,NA,"ZDB-GENE-040801-21","chst1","ENSMUSG00000027221","Chst1","ortholog_one2many",67.757,70.5596,0
"170","ENSAPEG00000000123","ENSAPEP00000000171","ENSAPEG00000000123.1","ENSAPEG00000000123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","ENSAPEG00000000124","ENSAPEP00000000172","ENSAPEG00000000124.1","ENSAPEG00000000124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","ENSAPEG00000000125","ENSAPEP00000000173","ENSAPEG00000000125.1","ENSAPEG00000000125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","ENSAPEG00000000126","ENSAPEP00000000174","ENSAPEG00000000126.1","MAPK8IP1","HGNC Symbol","HGNC:6882","MAPK8IP1",NA,NA,"ENSMUSG00000027223","Mapk8ip1","ortholog_one2many",55.8376,62.2348,0
"174","ENSAPEG00000000127","ENSAPEP00000000175","ENSAPEG00000000127.1","A3GALT2","HGNC Symbol","HGNC:30005","A3GALT2",NA,NA,NA,NA,NA,NA,NA,NA
"175","ENSAPEG00000000128","ENSAPEP00000000176","ENSAPEG00000000128.1","lrp4","ZFIN",NA,NA,"ZDB-GENE-130129-1","lrp4","ENSMUSG00000027253","Lrp4","ortholog_one2one",80.6155,78.3727,0
"176","ENSAPEG00000000131","ENSAPEP00000000177","ENSAPEG00000000131.1","ENSAPEG00000000131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","ENSAPEG00000000132","ENSAPEP00000000178","ENSAPEG00000000132.1","NELL1","HGNC Symbol","HGNC:7750","NELL1",NA,NA,"ENSMUSG00000055409","Nell1","ortholog_one2one",68.2959,63.8272,1
"178","ENSAPEG00000000133","ENSAPEP00000000179","ENSAPEG00000000133.1","ENSAPEG00000000133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","ENSAPEG00000000134","ENSAPEP00000000180","ENSAPEG00000000134.1","ENSAPEG00000000134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","ENSAPEG00000000135","ENSAPEP00000000181","ENSAPEG00000000135.1","ENSAPEG00000000135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","ENSAPEG00000000136","ENSAPEP00000000182","ENSAPEG00000000136.1","ENSAPEG00000000136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","ENSAPEG00000000137","ENSAPEP00000000183","ENSAPEG00000000137.1","ENSAPEG00000000137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","ENSAPEG00000000138","ENSAPEP00000000184","ENSAPEG00000000138.1","slc6a5","ZFIN",NA,NA,"ZDB-GENE-050105-2","slc6a5","ENSMUSG00000039728","Slc6a5","ortholog_one2one",67.8571,67.2566,1
"184","ENSAPEG00000000139","ENSAPEP00000000185","ENSAPEG00000000139.1","prmt3","ZFIN",NA,NA,"ZDB-GENE-041105-1","prmt3","ENSMUSG00000030505","Prmt3","ortholog_one2one",57.9655,57.197,1
"185","ENSAPEG00000000139","ENSAPEP00000000186","ENSAPEG00000000139.1","prmt3","ZFIN",NA,NA,"ZDB-GENE-041105-1","prmt3","ENSMUSG00000030505","Prmt3","ortholog_one2one",57.9655,57.197,1
"186","ENSAPEG00000000139","ENSAPEP00000000187","ENSAPEG00000000139.1","prmt3","ZFIN",NA,NA,"ZDB-GENE-041105-1","prmt3","ENSMUSG00000030505","Prmt3","ortholog_one2one",57.9655,57.197,1
"187","ENSAPEG00000000140","ENSAPEP00000000188","ENSAPEG00000000140.1","htatip2","ZFIN",NA,NA,"ZDB-GENE-001219-1","htatip2","ENSMUSG00000039745","Htatip2","ortholog_one2one",58.7814,59.6364,1
"188","ENSAPEG00000000141","ENSAPEP00000000189","ENSAPEG00000000141.1","dbx1a","ZFIN",NA,NA,"ZDB-GENE-000128-8","dbx1a","ENSMUSG00000030507","Dbx1","ortholog_one2many",63.6646,61.194,1
"189","ENSAPEG00000000142","ENSAPEP00000000190","ENSAPEG00000000142.1","nav2a","ZFIN",NA,NA,"ZDB-GENE-120502-3","nav2a","ENSMUSG00000052512","Nav2","ortholog_one2one",65.779,60.9375,1
"190","ENSAPEG00000000143","ENSAPEP00000000191","ENSAPEG00000000143.1","ENSAPEG00000000143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","ENSAPEG00000000144","ENSAPEP00000000192","ENSAPEG00000000144.1","e2f8","ZFIN",NA,NA,"ZDB-GENE-041111-260","e2f8","ENSMUSG00000046179","E2f8","ortholog_one2one",42.6605,43.2558,1
"192","ENSAPEG00000000145","ENSAPEP00000000193","ENSAPEG00000000145.1","csrp3","ZFIN",NA,NA,"ZDB-GENE-041010-119","csrp3","ENSMUSG00000030470","Csrp3","ortholog_one2one",73.9583,73.1959,1
"193","ENSAPEG00000000146","ENSAPEP00000000194","ENSAPEG00000000146.1","zdhhc13","ZFIN",NA,NA,"ZDB-GENE-041212-79","zdhhc13","ENSMUSG00000030471","Zdhhc13","ortholog_one2one",49.2284,51.2862,1
"194","ENSAPEG00000000147","ENSAPEP00000000195","ENSAPEG00000000147.1","ENSAPEG00000000147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","ENSAPEG00000000148","ENSAPEP00000000196","ENSAPEG00000000148.1","mpped2a","ZFIN",NA,NA,"ZDB-GENE-050417-241","mpped2a",NA,NA,NA,NA,NA,NA
"196","ENSAPEG00000000148","ENSAPEP00000000197","ENSAPEG00000000148.1","mpped2a","ZFIN",NA,NA,"ZDB-GENE-050417-241","mpped2a",NA,NA,NA,NA,NA,NA
"197","ENSAPEG00000000149","ENSAPEP00000000198","ENSAPEG00000000149.1","ENSAPEG00000000149",NA,NA,NA,NA,NA,"ENSMUSG00000037206","Islr","ortholog_one2many",25.6329,18.9252,0
"198","ENSAPEG00000000150","ENSAPEP00000000199","ENSAPEG00000000150.1","ENSAPEG00000000150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","ENSAPEG00000000150","ENSAPEP00000000200","ENSAPEG00000000150.1","ENSAPEG00000000150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","ENSAPEG00000000151","ENSAPEP00000000201","ENSAPEG00000000151.1","NR2E3","HGNC Symbol","HGNC:7974","NR2E3",NA,NA,"ENSMUSG00000032292","Nr2e3","ortholog_one2many",62.2426,68.8608,0
"201","ENSAPEG00000000151","ENSAPEP00000000202","ENSAPEG00000000151.1","NR2E3","HGNC Symbol","HGNC:7974","NR2E3",NA,NA,"ENSMUSG00000032292","Nr2e3","ortholog_one2many",62.2426,68.8608,0
"202","ENSAPEG00000000152","ENSAPEP00000000203","ENSAPEG00000000152.1","slc22a18","ZFIN",NA,NA,"ZDB-GENE-051120-165","slc22a18","ENSMUSG00000000154","Slc22a18","ortholog_one2one",46.0094,47.8049,0
"203","ENSAPEG00000000153","ENSAPEP00000000204","ENSAPEG00000000153.1","HACD3","HGNC Symbol","HGNC:24175","HACD3",NA,NA,"ENSMUSG00000033629","Hacd3","ortholog_one2many",63.9344,64.6409,1
"204","ENSAPEG00000000153","ENSAPEP00000000205","ENSAPEG00000000153.1","HACD3","HGNC Symbol","HGNC:24175","HACD3",NA,NA,"ENSMUSG00000033629","Hacd3","ortholog_one2many",63.9344,64.6409,1
"205","ENSAPEG00000000154","ENSAPEP00000000206","ENSAPEG00000000154.1","SLC24A1","HGNC Symbol","HGNC:10975","SLC24A1",NA,NA,NA,NA,NA,NA,NA,NA
"206","ENSAPEG00000000154","ENSAPEP00000000207","ENSAPEG00000000154.1","SLC24A1","HGNC Symbol","HGNC:10975","SLC24A1",NA,NA,NA,NA,NA,NA,NA,NA
"207","ENSAPEG00000000154","ENSAPEP00000000208","ENSAPEG00000000154.1","SLC24A1","HGNC Symbol","HGNC:10975","SLC24A1",NA,NA,NA,NA,NA,NA,NA,NA
"208","ENSAPEG00000000155","ENSAPEP00000000209","ENSAPEG00000000155.1","DENND4A","HGNC Symbol","HGNC:24321","DENND4A",NA,NA,"ENSMUSG00000053641","Dennd4a","ortholog_one2one",64.7577,62.9213,1
"209","ENSAPEG00000000156","ENSAPEP00000000210","ENSAPEG00000000156.1","socs4","ZFIN",NA,NA,"ZDB-GENE-070720-4","socs4","ENSMUSG00000048379","Socs4","ortholog_many2many",44.8101,40.5963,0
"210","ENSAPEG00000000157","ENSAPEP00000000211","ENSAPEG00000000157.1","wdhd1","ZFIN",NA,NA,"ZDB-GENE-030131-1665","wdhd1","ENSMUSG00000037572","Wdhd1","ortholog_one2one",56.4781,55.3667,1
"211","ENSAPEG00000000157","ENSAPEP00000000212","ENSAPEG00000000157.1","wdhd1","ZFIN",NA,NA,"ZDB-GENE-030131-1665","wdhd1","ENSMUSG00000037572","Wdhd1","ortholog_one2one",56.4781,55.3667,1
"212","ENSAPEG00000000157","ENSAPEP00000000213","ENSAPEG00000000157.1","wdhd1","ZFIN",NA,NA,"ZDB-GENE-030131-1665","wdhd1","ENSMUSG00000037572","Wdhd1","ortholog_one2one",56.4781,55.3667,1
"213","ENSAPEG00000000158","ENSAPEP00000000214","ENSAPEG00000000158.1","gch1","ZFIN",NA,NA,"ZDB-GENE-070720-5","gch1","ENSMUSG00000037580","Gch1","ortholog_one2one",70.7224,77.1784,0
"214","ENSAPEG00000000159","ENSAPEP00000000215","ENSAPEG00000000159.1","samd4a","ZFIN",NA,NA,"ZDB-GENE-070720-7","samd4a","ENSMUSG00000021838","Samd4","ortholog_one2one",67.7282,44.8664,1
"215","ENSAPEG00000000160","ENSAPEP00000000216","ENSAPEG00000000160.1","ero1a","ZFIN",NA,NA,"ZDB-GENE-040426-1312","ero1a","ENSMUSG00000021831","Ero1a","ortholog_one2one",67.1772,66.1638,0
"216","ENSAPEG00000000160","ENSAPEP00000000217","ENSAPEG00000000160.1","ero1a","ZFIN",NA,NA,"ZDB-GENE-040426-1312","ero1a","ENSMUSG00000021831","Ero1a","ortholog_one2one",67.1772,66.1638,0
"217","ENSAPEG00000000161","ENSAPEP00000000218","ENSAPEG00000000161.1","pacsin3","ZFIN",NA,NA,"ZDB-GENE-040426-984","pacsin3","ENSMUSG00000027257","Pacsin3","ortholog_one2one",63.6569,66.5094,0
"218","ENSAPEG00000000161","ENSAPEP00000000219","ENSAPEG00000000161.1","pacsin3","ZFIN",NA,NA,"ZDB-GENE-040426-984","pacsin3","ENSMUSG00000027257","Pacsin3","ortholog_one2one",63.6569,66.5094,0
"219","ENSAPEG00000000161","ENSAPEP00000000220","ENSAPEG00000000161.1","pacsin3","ZFIN",NA,NA,"ZDB-GENE-040426-984","pacsin3","ENSMUSG00000027257","Pacsin3","ortholog_one2one",63.6569,66.5094,0
"220","ENSAPEG00000000162","ENSAPEP00000000221","ENSAPEG00000000162.1","ENSAPEG00000000162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","ENSAPEG00000000163","ENSAPEP00000000222","ENSAPEG00000000163.1","glg1b","ZFIN",NA,NA,"ZDB-GENE-060825-255","glg1b","ENSMUSG00000003316","Glg1","ortholog_one2many",80.0877,77.7021,0
"222","ENSAPEG00000000164","ENSAPEP00000000223","ENSAPEG00000000164.1","atp6v0d1","ZFIN",NA,NA,"ZDB-GENE-030131-1531","atp6v0d1","ENSMUSG00000013160","Atp6v0d1","ortholog_one2one",94.5714,94.302,0
"223","ENSAPEG00000000165","ENSAPEP00000000224","ENSAPEG00000000165.1","foxr1","ZFIN",NA,NA,"ZDB-GENE-070928-26","foxr1","ENSMUSG00000071665","Foxr2","ortholog_one2one",28.4314,28.8079,0
"224","ENSAPEG00000000165","ENSAPEP00000000225","ENSAPEG00000000165.1","foxr1","ZFIN",NA,NA,"ZDB-GENE-070928-26","foxr1","ENSMUSG00000071665","Foxr2","ortholog_one2one",28.4314,28.8079,0
"225","ENSAPEG00000000166","ENSAPEP00000000226","ENSAPEG00000000166.1","ENSAPEG00000000166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","ENSAPEG00000000167","ENSAPEP00000000227","ENSAPEG00000000167.1","ENSAPEG00000000167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","ENSAPEG00000000168","ENSAPEP00000000228","ENSAPEG00000000168.1","ENSAPEG00000000168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","ENSAPEG00000000169","ENSAPEP00000000229","ENSAPEG00000000169.1","TNNT3","HGNC Symbol","HGNC:11950","TNNT3",NA,NA,"ENSMUSG00000061723","Tnnt3","ortholog_one2many",60.4982,62.5,0
"229","ENSAPEG00000000169","ENSAPEP00000000230","ENSAPEG00000000169.1","TNNT3","HGNC Symbol","HGNC:11950","TNNT3",NA,NA,"ENSMUSG00000061723","Tnnt3","ortholog_one2many",60.4982,62.5,0
"230","ENSAPEG00000000169","ENSAPEP00000000231","ENSAPEG00000000169.1","TNNT3","HGNC Symbol","HGNC:11950","TNNT3",NA,NA,"ENSMUSG00000061723","Tnnt3","ortholog_one2many",60.4982,62.5,0
"231","ENSAPEG00000000170","ENSAPEP00000000232","ENSAPEG00000000170.1","myod1","ZFIN",NA,NA,"ZDB-GENE-980526-561","myod1",NA,NA,NA,NA,NA,NA
"232","ENSAPEG00000000171","ENSAPEP00000000233","ENSAPEG00000000171.1","otog","ZFIN",NA,NA,"ZDB-GENE-120228-1","otog","ENSMUSG00000009487","Otog","ortholog_one2one",45.3522,42.9062,0
"233","ENSAPEG00000000173","ENSAPEP00000000234","ENSAPEG00000000173.1","aph1b","ZFIN",NA,NA,"ZDB-GENE-031118-31","aph1b","ENSMUSG00000032375","Aph1b","ortholog_one2many",66.2791,66.537,0
"234","ENSAPEG00000000174","ENSAPEP00000000235","ENSAPEG00000000174.1","tnni2b.1","ZFIN",NA,NA,"ZDB-GENE-050417-49","tnni2b.1",NA,NA,NA,NA,NA,NA
"235","ENSAPEG00000000175","ENSAPEP00000000236","ENSAPEG00000000175.1","ENSAPEG00000000175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","ENSAPEG00000000175","ENSAPEP00000000237","ENSAPEG00000000175.1","ENSAPEG00000000175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","ENSAPEG00000000176","ENSAPEP00000000238","ENSAPEG00000000176.1","ENSAPEG00000000176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","ENSAPEG00000000177","ENSAPEP00000000239","ENSAPEG00000000177.1","c1qtnf4","ZFIN",NA,NA,"ZDB-GENE-050417-198","c1qtnf4","ENSMUSG00000040794","C1qtnf4","ortholog_one2one",56.5625,55.5215,1
"239","ENSAPEG00000000178","ENSAPEP00000000240","ENSAPEG00000000178.1","ndufs3","ZFIN",NA,NA,"ZDB-GENE-050417-274","ndufs3","ENSMUSG00000005510","Ndufs3","ortholog_one2one",73.9464,73.384,0
"240","ENSAPEG00000000178","ENSAPEP00000000241","ENSAPEG00000000178.1","ndufs3","ZFIN",NA,NA,"ZDB-GENE-050417-274","ndufs3","ENSMUSG00000005510","Ndufs3","ortholog_one2one",73.9464,73.384,0
"241","ENSAPEG00000000179","ENSAPEP00000000242","ENSAPEG00000000179.1","ptpmt1","ZFIN",NA,NA,"ZDB-GENE-070112-272","ptpmt1","ENSMUSG00000063235","Ptpmt1","ortholog_one2one",56.5934,53.3679,1
"242","ENSAPEG00000000180","ENSAPEP00000000243","ENSAPEG00000000180.1","prc1b","ZFIN",NA,NA,"ZDB-GENE-040426-777","prc1b","ENSMUSG00000038943","Prc1","ortholog_one2many",54.844,53.871,0
"243","ENSAPEG00000000181","ENSAPEP00000000244","ENSAPEG00000000181.1","vps33b","ZFIN",NA,NA,"ZDB-GENE-050327-73","vps33b","ENSMUSG00000030534","Vps33b","ortholog_one2one",73.5294,72.9335,0
"244","ENSAPEG00000000182","ENSAPEP00000000245","ENSAPEG00000000182.1","hddc3","ZFIN",NA,NA,"ZDB-GENE-050417-377","hddc3","ENSMUSG00000030532","Hddc3","ortholog_one2one",70.9497,70.9497,0
"245","ENSAPEG00000000183","ENSAPEP00000000246","ENSAPEG00000000183.1","mfap1","ZFIN",NA,NA,"ZDB-GENE-040426-1075","mfap1","ENSMUSG00000048222","Mfap1b","ortholog_one2many",78.2805,78.8155,1
"246","ENSAPEG00000000184","ENSAPEP00000000247","ENSAPEG00000000184.1","hypk","ZFIN",NA,NA,"ZDB-GENE-080515-6","hypk","ENSMUSG00000027245","Hypk","ortholog_one2one",85.124,79.845,0
"247","ENSAPEG00000000185","ENSAPEP00000000248","ENSAPEG00000000185.1","serinc4","ZFIN",NA,NA,"ZDB-GENE-121031-1","serinc4","ENSMUSG00000046110","Serinc4","ortholog_one2one",47.4806,49.7967,1
"248","ENSAPEG00000000185","ENSAPEP00000000249","ENSAPEG00000000185.1","serinc4","ZFIN",NA,NA,"ZDB-GENE-121031-1","serinc4","ENSMUSG00000046110","Serinc4","ortholog_one2one",47.4806,49.7967,1
"249","ENSAPEG00000000186","ENSAPEP00000000250","ENSAPEG00000000186.1","adamtsl5","ZFIN",NA,NA,"ZDB-GENE-161017-76","adamtsl5","ENSMUSG00000043822","Adamtsl5","ortholog_one2one",30.2632,37.9381,0
"250","ENSAPEG00000000188","ENSAPEP00000000251","ENSAPEG00000000188.1","crtc3","ZFIN",NA,NA,"ZDB-GENE-070712-2","crtc3","ENSMUSG00000030527","Crtc3","ortholog_one2many",44.9704,36.8336,0
"251","ENSAPEG00000000189","ENSAPEP00000000252","ENSAPEG00000000189.1","ENSAPEG00000000189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","ENSAPEG00000000190","ENSAPEP00000000253","ENSAPEG00000000190.1","iqgap1","ZFIN",NA,NA,"ZDB-GENE-050809-24","iqgap1","ENSMUSG00000030536","Iqgap1","ortholog_one2one",77.314,77.1273,0
"253","ENSAPEG00000000191","ENSAPEP00000000254","ENSAPEG00000000191.1","si:ch73-380l10.2","ZFIN",NA,NA,"ZDB-GENE-141216-416","si:ch73-380l10.2",NA,NA,NA,NA,NA,NA
"254","ENSAPEG00000000192","ENSAPEP00000000255","ENSAPEG00000000192.1","ENSAPEG00000000192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","ENSAPEG00000000192","ENSAPEP00000000256","ENSAPEG00000000192.1","ENSAPEG00000000192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","ENSAPEG00000000193","ENSAPEP00000000257","ENSAPEG00000000193.1","cdkn2aip","ZFIN",NA,NA,"ZDB-GENE-041010-188","cdkn2aip","ENSMUSG00000038069","Cdkn2aip","ortholog_one2one",45.5385,26.2877,0
"257","ENSAPEG00000000193","ENSAPEP00000000258","ENSAPEG00000000193.1","cdkn2aip","ZFIN",NA,NA,"ZDB-GENE-041010-188","cdkn2aip","ENSMUSG00000038069","Cdkn2aip","ortholog_one2one",45.5385,26.2877,0
"258","ENSAPEG00000000194","ENSAPEP00000000259","ENSAPEG00000000194.1","tubgcp4","ZFIN",NA,NA,"ZDB-GENE-081022-124","tubgcp4","ENSMUSG00000027263","Tubgcp4","ortholog_one2one",86.5517,75.2624,1
"259","ENSAPEG00000000195","ENSAPEP00000000260","ENSAPEG00000000195.1","tp53bp1","ZFIN",NA,NA,"ZDB-GENE-030131-3695","tp53bp1","ENSMUSG00000043909","Trp53bp1","ortholog_one2one",36.0976,30.066,1
"260","ENSAPEG00000000196","ENSAPEP00000000261","ENSAPEG00000000196.1","map1aa","ZFIN",NA,NA,"ZDB-GENE-100426-2","map1aa",NA,NA,NA,NA,NA,NA
"261","ENSAPEG00000000197","ENSAPEP00000000262","ENSAPEG00000000197.1","ppip5k1a","ZFIN",NA,NA,"ZDB-GENE-100426-4","ppip5k1a","ENSMUSG00000033526","Ppip5k1","ortholog_one2many",70.4462,67.0613,1
